#1
double lowerStorageTemp(35040,2) # profile of quarree100 lower storage temperature as simulated by TRNSYS, step size is 15min
1	40.12342937
2	40.09322558
3	40.06030655
4	40.03609402
5	40.01728923
6	40.00601423
7	39.99591141
8	39.98913726
9	39.97109938
10	39.93492723
11	39.8764372
12	39.79466653
13	39.69142968
14	39.57136455
15	39.43029791
16	39.27179802
17	39.14219421
18	39.07948775
19	39.0365598
20	38.97920751
21	38.91971919
22	38.86846864
23	38.82878856
24	38.80110017
25	38.78373031
26	38.77729159
27	38.78441577
28	38.80014444
29	38.82786313
30	38.86588117
31	38.91215869
32	38.96849684
33	39.03425835
34	39.10926379
35	39.21484574
36	39.37149607
37	39.57720253
38	39.83204016
39	40.11256783
40	40.4006384
41	40.65963301
42	40.87847927
43	41.06376892
44	41.21648295
45	41.32460878
46	41.3965038
47	41.43069634
48	41.47459693
49	41.56395004
50	41.67325188
51	41.78233194
52	41.89365171
53	41.97682899
54	41.97868685
55	41.93714508
56	41.90074887
57	41.8698277
58	41.84676451
59	41.83066049
60	41.82160509
61	41.79880418
62	41.75008205
63	41.69096899
64	41.63672691
65	41.59089179
66	41.55039207
67	42.68541104
68	42.66698457
69	42.64934912
70	42.63015116
71	42.61271225
72	42.58921273
73	45.56572528
74	45.48022514
75	45.38986269
76	45.29526588
77	45.20228318
78	45.11352091
79	45.02718069
80	44.9429054
81	44.85646062
82	44.76886593
83	44.68044331
84	44.60028134
85	44.51917803
86	44.43865169
87	44.35391335
88	44.26727239
89	44.18127159
90	44.09467621
91	44.01094391
92	43.92654295
93	43.83479005
94	43.73226704
95	43.59639199
96	43.45991673
97	43.32335802
98	43.18058504
99	43.03050617
100	42.86980962
101	42.69342304
102	42.49794011
103	42.23620232
104	41.95175562
105	43.41779996
106	44.70833004
107	45.84579319
108	46.8482185
109	47.73254072
110	48.51493732
111	49.20788962
112	52.48024631
113	52.7371715
114	52.96882679
115	53.17398934
116	52.52948299
117	51.92949672
118	51.39675355
119	50.94029677
120	50.54286183
121	50.1768928
122	49.83423295
123	49.50952288
124	49.19831582
125	48.90222982
126	48.61644507
127	48.33900877
128	48.06762682
129	47.80720229
130	47.54793104
131	47.25106913
132	46.88306084
133	46.52431985
134	46.18725955
135	45.89222621
