#1
double z(502,7) # first column: pressure [bar], second column: compressibilty factor z of hydrogen at 273.15K, and so on
0	273.15	323.15	373.15	423.15	473.15	523.15
0	1	1	1	1	1	1
2	1.0011857	1.0010831	1.000982	1.0008907	1.0008105	1.0007408
4	1.0023751	1.0021684	1.0019653	1.0017822	1.0016216	1.0014819
6	1.0035684	1.0032558	1.0029498	1.0026743	1.0024332	1.0022234
8	1.0047655	1.0043453	1.0039356	1.0035673	1.0032452	1.0029652
10	1.0059662	1.0054368	1.0049225	1.0044612	1.0040578	1.0037074
12	1.0071707	1.0065303	1.0059106	1.0053556	1.0048708	1.0044498
14	1.0083786	1.0076258	1.0069	1.0062509	1.0056843	1.0051926
16	1.0095901	1.0087233	1.0078903	1.0071467	1.0064981	1.0059357
18	1.0108051	1.0098226	1.0088819	1.0080434	1.0073125	1.0066792
20	1.0120236	1.0109239	1.0098746	1.0089407	1.0081275	1.0074228
22	1.0132453	1.0120269	1.0108684	1.0098387	1.0089427	1.0081668
24	1.0144705	1.0131319	1.0118632	1.0107374	1.0097585	1.0089111
26	1.0156989	1.0142386	1.0128592	1.0116367	1.0105746	1.0096557
28	1.0169305	1.0153471	1.0138562	1.0125368	1.0113912	1.0104005
30	1.0181652	1.0164573	1.0148542	1.0134374	1.0122081	1.0111457
32	1.0194031	1.0175693	1.0158532	1.0143386	1.0130255	1.0118911
34	1.0206441	1.018683	1.0168532	1.0152406	1.0138434	1.0126368
36	1.021888	1.0197984	1.0178542	1.016143	1.0146616	1.0133828
38	1.023135	1.0209154	1.0188562	1.0170461	1.0154802	1.014129
40	1.0243849	1.0220339	1.0198591	1.0179498	1.0162991	1.0148755
42	1.0256376	1.0231541	1.0208629	1.0188541	1.0171186	1.0156223
44	1.0268933	1.0242759	1.0218678	1.0197589	1.0179383	1.0163692
46	1.0281516	1.0253992	1.0228735	1.0206643	1.0187583	1.0171164
48	1.0294129	1.026524	1.0238801	1.0215703	1.0195788	1.0178639
50	1.0306767	1.0276504	1.0248876	1.0224768	1.0203996	1.0186116
52	1.0319433	1.0287781	1.025896	1.0233839	1.0212208	1.0193595
54	1.0332124	1.0299073	1.0269052	1.0242915	1.0220423	1.0201076
56	1.0344843	1.031038	1.0279152	1.0251997	1.0228641	1.020856
58	1.0357586	1.03217	1.028926	1.0261083	1.0236863	1.0216047
60	1.0370355	1.0333035	1.0299377	1.0270174	1.0245087	1.0223534
62	1.0383147	1.0344384	1.0309502	1.0279269	1.0253315	1.0231024
64	1.0395966	1.0355746	1.0319635	1.0288371	1.0261546	1.0238516
66	1.0408807	1.036712	1.0329776	1.0297476	1.0269781	1.0246011
68	1.0421672	1.0378509	1.0339924	1.0306587	1.0278019	1.0253508
70	1.0434561	1.0389909	1.035008	1.0315702	1.0286258	1.0261006
72	1.0447472	1.0401322	1.0360243	1.0324821	1.0294502	1.0268506
74	1.0460408	1.0412748	1.0370413	1.0333946	1.0302747	1.0276009
76	1.0473365	1.0424186	1.0380591	1.0343075	1.0310997	1.0283513
78	1.0486343	1.0435636	1.0390775	1.0352207	1.0319248	1.0291018
80	1.0499344	1.0447098	1.0400966	1.0361345	1.0327502	1.0298526
82	1.0512365	1.0458572	1.0411165	1.0370486	1.0335759	1.0306035
84	1.0525409	1.0470057	1.042137	1.0379632	1.0344019	1.0313547
86	1.0538473	1.0481553	1.0431582	1.0388781	1.0352281	1.0321059
88	1.0551558	1.049306	1.04418	1.0397935	1.0360546	1.0328574
90	1.0564661	1.050458	1.0452025	1.0407093	1.0368813	1.0336089
92	1.0577786	1.0516108	1.0462255	1.0416254	1.0377083	1.0343608
94	1.059093	1.0527649	1.0472492	1.0425419	1.0385355	1.0351126
96	1.0604094	1.0539199	1.0482736	1.0434587	1.0393629	1.0358647
98	1.0617276	1.055076	1.0492984	1.0443759	1.0401905	1.0366169
100	1.0630478	1.0562332	1.050324	1.0452935	1.0410184	1.0373693
102	1.0643698	1.0573913	1.05135	1.0462115	1.0418465	1.0381218
104	1.0656937	1.0585505	1.0523766	1.0471298	1.0426748	1.0388744
106	1.0670193	1.0597105	1.0534039	1.0480483	1.0435033	1.0396272
108	1.0683467	1.0608716	1.0544316	1.0489672	1.044332	1.0403801
110	1.069676	1.0620335	1.0554599	1.0498865	1.0451609	1.0411332
112	1.0710069	1.0631964	1.0564888	1.050806	1.0459901	1.0418863
114	1.0723397	1.0643604	1.057518	1.051726	1.0468193	1.0426395
116	1.073674	1.065525	1.0585479	1.0526462	1.0476489	1.0433929
118	1.07501	1.0666907	1.0595783	1.0535667	1.0484786	1.0441464
120	1.0763477	1.0678573	1.0606091	1.0544875	1.0493084	1.0449001
122	1.077687	1.0690247	1.0616405	1.0554086	1.0501385	1.0456538
124	1.0790279	1.0701928	1.0626724	1.05633	1.0509688	1.0464077
126	1.0803704	1.0713619	1.0637046	1.0572517	1.051799	1.0471617
128	1.0817144	1.0725318	1.0647374	1.0581735	1.0526297	1.0479157
130	1.08306	1.0737026	1.0657706	1.0590957	1.0534604	1.0486698
132	1.0844072	1.0748742	1.0668044	1.0600182	1.0542912	1.0494242
134	1.0857558	1.0760465	1.0678385	1.060941	1.0551223	1.0501785
136	1.087106	1.0772195	1.068873	1.0618639	1.0559535	1.0509329
138	1.0884576	1.0783935	1.069908	1.0627872	1.0567849	1.0516875
140	1.0898106	1.079568	1.0709435	1.0637106	1.0576164	1.0524421
142	1.0911651	1.0807434	1.0719793	1.0646343	1.058448	1.0531968
144	1.092521	1.0819196	1.0730156	1.0655582	1.0592797	1.0539515
