#1
double humidity(120,102) # temperature depending on mole fraction of water if hydrogen is saturated; first column: pressure [bar], second column: temperature for mole fraction of ... [mole H2O per mole H2+H2O], and so on 
1.93389	0.00	264.62	264.69	264.77	264.86	264.95	265.05	265.16	265.28	265.41	265.55	265.71	265.87	266.05	266.25	266.46	266.69	266.94	267.21	267.51	267.82	268.17	268.54	268.94	269.37	269.84	270.34	270.89	271.47	272.10	272.77	273.50	274.27	275.10	275.99	276.93	277.93	278.99	280.11	281.28	282.51	283.79	285.12	286.48	287.86	289.26	290.64	291.99	293.27	294.52	295.80	297.07	298.35	299.67	301.04	302.46	303.90	305.42	307.00	308.64	310.33	311.97	313.49	315.01	316.55	318.11	319.68	321.24	322.78	324.28	325.81	327.34	328.88	330.49	332.14	333.83	335.57	337.35	339.18	341.08	343.05	345.09	347.20	349.37	351.63	353.98	356.42	358.96	361.58	364.28	367.09	369.99	372.97	376.04	379.18	382.40	385.69	389.03	392.42	395.85	399.31
2.00220	0.00	264.61	264.68	264.76	264.85	264.95	265.05	265.17	265.29	265.43	265.57	265.73	265.91	266.09	266.30	266.52	266.75	267.01	267.29	267.60	267.92	268.28	268.66	269.08	269.53	270.01	270.53	271.09	271.69	272.34	273.04	273.79	274.58	275.44	276.35	277.31	278.34	279.42	280.57	281.77	283.02	284.32	285.67	287.04	288.44	289.83	291.20	292.53	293.79	295.05	296.33	297.60	298.89	300.24	301.63	303.05	304.53	306.07	307.68	309.35	311.03	312.62	314.12	315.65	317.21	318.77	320.34	321.89	323.41	324.92	326.45	327.98	329.55	331.17	332.84	334.55	336.31	338.11	339.97	341.90	343.89	345.96	348.09	350.30	352.60	354.98	357.47	360.04	362.69	365.44	368.28	371.21	374.23	377.33	380.51	383.76	387.07	390.43	393.84	397.28	400.75
2.07292	0.00	264.60	264.68	264.77	264.86	264.96	265.07	265.19	265.32	265.46	265.61	265.77	265.95	266.15	266.36	266.59	266.83	267.10	267.39	267.71	268.05	268.41	268.81	269.24	269.70	270.20	270.74	271.32	271.95	272.62	273.33	274.10	274.93	275.81	276.74	277.73	278.79	279.90	281.07	282.29	283.57	284.89	286.25	287.64	289.04	290.43	291.78	293.07	294.33	295.60	296.88	298.15	299.47	300.83	302.24	303.68	305.18	306.75	308.39	310.08	311.72	313.26	314.77	316.31	317.87	319.43	321.00	322.53	324.03	325.55	327.09	328.62	330.21	331.85	333.53	335.26	337.04	338.85	340.74	342.70	344.72	346.81	348.97	351.21	353.54	355.97	358.49	361.09	363.77	366.56	369.43	372.40	375.45	378.58	381.78	385.05	388.38	391.76	395.18	398.63	402.10
2.14614	0.00	264.64	264.73	264.81	264.91	265.01	265.13	265.25	265.38	265.53	265.68	265.85	266.04	266.24	266.46	266.69	266.95	267.23	267.53	267.85	268.20	268.58	268.99	269.44	269.92	270.43	270.99	271.58	272.23	272.92	273.66	274.45	275.29	276.20	277.16	278.17	279.25	280.39	281.58	282.83	284.12	285.46	286.83	288.22	289.62	291.00	292.33	293.60	294.86	296.13	297.41	298.69	300.03	301.41	302.83	304.29	305.82	307.42	309.08	310.76	312.37	313.88	315.40	316.95	318.51	320.07	321.62	323.14	324.65	326.17	327.70	329.25	330.86	332.52	334.22	335.96	337.75	339.59	341.51	343.49	345.54	347.65	349.84	352.12	354.48	356.94	359.50	362.13	364.85	367.67	370.58	373.58	376.66	379.81	383.04	386.33	389.68	393.08	396.51	399.96	403.44
2.22195	0.00	264.62	264.70	264.79	264.89	265.00	265.11	265.24	265.38	265.53	265.69	265.87	266.06	266.27	266.49	266.74	267.00	267.29	267.60	267.93	268.30	268.69	269.11	269.57	270.06	270.60	271.17	271.79	272.45	273.16	273.92	274.73	275.60	276.53	277.51	278.56	279.66	280.82	282.04	283.31	284.62	285.98	287.36	288.76	290.16	291.52	292.83	294.09	295.36	296.63	297.91	299.21	300.57	301.97	303.40	304.89	306.45	308.07	309.75	311.42	312.98	314.48	316.01	317.57	319.13	320.69	322.24	323.74	325.25	326.78	328.31	329.89	331.52	333.19	334.91	336.67	338.47	340.35	342.29	344.29	346.37	348.51	350.73	353.04	355.44	357.94	360.53	363.19	365.95	368.81	371.75	374.78	377.89	381.08	384.33	387.65	391.01	394.42	397.86	401.33	404.80
2.30043	0.00	264.67	264.76	264.85	264.95	265.06	265.18	265.32	265.46	265.61	265.78	265.96	266.16	266.37	266.60	266.86	267.13	267.42	267.74	268.09	268.46	268.87	269.30	269.77	270.28	270.83	271.41	272.05	272.73	273.46	274.24	275.07	275.96	276.91	277.91	278.98	280.10	281.28	282.52	283.81	285.14	286.50	287.89	289.29	290.68	292.03	293.31	294.57	295.84	297.12	298.40	299.72	301.10	302.51	303.96	305.48	307.06	308.71	310.40	312.03	313.55	315.06	316.61	318.17	319.74	321.30	322.83	324.33	325.85	327.38	328.93	330.53	332.18	333.87	335.61	337.39	339.22	341.12	343.09	345.12	347.23	349.40	351.66	354.01	356.45	358.99	361.61	364.31	367.11	370.01	372.99	376.05	379.20	382.42	385.70	389.04	392.43	395.85	399.31	402.78	406.25
2.38169	0.00	264.79	264.88	264.97	265.08	265.19	265.32	265.45	265.60	265.76	265.93	266.12	266.32	266.54	266.78	267.04	267.32	267.62	267.95	268.31	268.69	269.11	269.55	270.04	270.56	271.12	271.72	272.37	273.07	273.82	274.62	275.47	276.38	277.35	278.37	279.46	280.60	281.80	283.06	284.36	285.70	287.07	288.47	289.86	291.23	292.55	293.81	295.08	296.35	297.62	298.92	300.26	301.65	303.08	304.55	306.09	307.70	309.37	311.05	312.64	314.14	315.67	317.22	318.79	320.35	321.91	323.42	324.93	326.46	327.99	329.56	331.18	332.85	334.56	336.32	338.12	339.97	341.91	343.90	345.97	348.10	350.31	352.60	354.99	357.48	360.05	362.70	365.44	368.29	371.22	374.24	377.34	380.51	383.76	387.07	390.43	393.84	397.28	400.75	404.22	407.70
2.46581	0.00	264.83	264.92	265.02	265.13	265.25	265.38	265.52	265.67	265.83	266.01	266.20	266.41	266.64	266.89	267.16	267.44	267.76	268.10	268.46	268.86	269.29	269.75	270.25	270.79	271.37	271.99	272.66	273.37	274.14	274.96	275.84	276.77	277.76	278.81	279.92	281.09	282.31	283.59	284.91	286.26	287.65	289.04	290.43	291.78	293.08	294.33	295.60	296.88	298.15	299.46	300.83	302.23	303.67	305.17	306.75	308.38	310.07	311.72	313.26	314.76	316.30	317.86	319.43	320.99	322.53	324.03	325.55	327.09	328.62	330.21	331.86	333.54	335.27	337.04	338.86	340.75	342.71	344.73	346.82	348.98	351.23	353.56	355.99	358.51	361.11	363.79	366.58	369.46	372.43	375.48	378.61	381.82	385.09	388.42	391.80	395.23	398.68	402.15	405.63	409.10
2.55291	0.00	264.85	264.94	265.05	265.16	265.28	265.42	265.56	265.72	265.89	266.07	266.27	266.49	266.72	266.98	267.26	267.56	267.88	268.23	268.61	269.02	269.46	269.94	270.45	271.01	271.60	272.24	272.93	273.67	274.46	275.30	276.20	277.16	278.18	279.25	280.38	281.57	282.82	284.11	285.45	286.82	288.21	289.60	290.98	292.32	293.58	294.84	296.12	297.39	298.68	300.01	301.40	302.81	304.28	305.81	307.40	309.06	310.75	312.36	313.87	315.39	316.94	318.50	320.07	321.63	323.15	324.65	326.18	327.71	329.27	330.88	332.54	334.24	335.99	337.78	339.63	341.55	343.53	345.58	347.70	349.89	352.18	354.55	357.01	359.57	362.21	364.93	367.76	370.67	373.68	376.76	379.92	383.16	386.46	389.81	393.21	396.64	400.11	403.58	407.06	410.53
2.64308	0.00	264.96	265.06	265.17	265.28	265.41	265.55	265.70	265.86	266.03	266.22	266.43	266.65	266.90	267.16	267.44	267.75	268.09	268.45	268.84	269.26	269.71	270.20	270.73	271.30	271.92	272.57	273.28	274.04	274.85	275.71	276.63	277.61	278.65	279.74	280.90	282.11	283.37	284.68	286.03	287.41	288.80	290.19	291.55	292.85	294.10	295.37	296.65	297.92	299.22	300.58	301.97	303.41	304.89	306.45	308.08	309.76	311.42	312.98	314.48	316.02	317.58	319.14	320.71	322.26	323.76	325.28	326.81	328.35	329.93	331.57	333.24	334.97	336.74	338.55	340.42	342.37	344.38	346.47	348.61	350.85	353.16	355.58	358.08	360.68	363.34	366.12	368.98	371.94	374.98	378.10	381.29	384.56	387.88	391.26	394.68	398.13	401.60	405.08	408.56	412.03
