#1	
double tab1(24,2)   # comment line	
3600	0.7
7200	0.9
10800	0.825
14400	0.8
18000	0.775
21600	0.675
25200	0.725
28800	0.8
32400	0.825
36000	0.8
39600	0.775
43200	0.8
46800	0.675
50400	0.75
54000	0.65
57600	0.6
61200	0.775
64800	0.925
68400	0.7
72000	0.6
75600	0.575
79200	0.55
82800	0.775
86400	0.85
