HOUR;E_th_RH_HH;E_th_TWE_HH;E_el_HH;E_th_RH_GHD;E_th_TWE_GHD;E_el_GHD;E_th_KL_GHD;E_th_loss
7322400;163.9969842;27.31291385;46.89776045;73.52574477;0.01791737;6.728743946;0;0
7323300;157.2946415;28.09693499;45.40142169;75.34651786;0.01791737;6.274264014;0;0
7324200;160.5035166;25.89447548;44.42205035;77.47105361;0.003948325;5.866054004;0;0
7325100;168.4587466;24.48549591;42.92278939;80.22009945;0.003948325;5.514051023;0;0
7326000;165.2320886;30.85988393;41.30678275;82.43786148;0.003948325;5.22577944;0;0
7326900;168.9625695;26.70349491;40.52271031;87.98723778;0.003948325;4.994529898;0;0
7327800;160.7119874;20.75708445;40.84974258;90.31444458;0;4.833159986;0;0
7328700;170.4489321;20.46929385;42.5036921;93.22659488;0;4.688808764;0;0
7329600;174.0969458;21.9658098;41.89727112;95.87943883;0;4.574929316;0;0
7330500;175.029068;26.49689426;41.53507835;102.9611128;0;4.455129916;0;0
7331400;172.8629534;28.34774215;40.70935586;104.96183;0;4.345730583;0;0
7332300;164.9342569;25.11591395;40.73405649;107.2190779;0;4.228496653;0;0
7333200;187.1634816;27.22605958;39.02167002;110.1662567;0;4.108104007;0;0
7334100;182.4389871;31.09812673;37.61136289;116.0427782;0;3.995548426;0;0
7335000;191.1020309;30.85033909;36.82715505;118.0237348;0;3.895616748;0;0
7335900;187.0918878;33.41714797;35.42276773;119.7314306;0;3.800941235;0;0
7336800;182.7661742;32.36044346;33.57527914;122.1123345;0;3.730574153;0;0
7337700;200.0690406;30.92119475;31.63180085;125.4969008;0;3.686436147;0;0
7338600;195.6296384;29.4110209;29.98000695;126.6987377;0;3.657662242;0;0
7339500;195.3048637;21.60167732;28.12715059;127.3285211;0;3.645601169;0;0
7340400;208.8528583;18.0380042;26.56181832;128.4795073;0;3.625116696;0;0
7341300;205.7342955;17.35768524;24.74206799;130.0681722;0;3.609978013;0;0
7342200;218.0244104;13.26866813;23.22045414;131.1918111;0;3.593375446;0;0
7343100;209.0365437;11.65307348;21.95964922;131.8745836;0;3.582038303;0;0
7344000;214.7745332;7.764570182;21.44754551;132.8178283;0;3.573427607;0;0
7344900;218.8945128;5.383931202;21.03092535;133.654753;0;3.580758284;0;0
7345800;222.9311706;6.201443191;21.0083681;134.5355452;0;3.592221667;0;0
7346700;221.1136413;4.931113091;20.38824949;135.141755;0;3.593590865;0;0
7347600;220.4150345;5.0182622;19.83814986;135.8987593;0;3.572393104;0;0
7348500;218.4774977;7.486852672;19.76023168;136.8841893;0;3.524736009;0;0
7349400;223.8804361;6.05087218;19.1944654;137.9260571;0;3.49634687;0;0
7350300;221.9265056;4.454090603;19.05179088;138.9450133;0;3.558088912;0;0
7351200;225.4964543;4.347591574;18.44972488;139.9707717;0;3.781003543;0;0
7352100;227.3477768;2.332428201;18.16743306;139.9870051;0;4.191007515;0;0
7353000;222.0885828;5.457495277;18.28052497;141.1394558;0;4.612532199;0;0
7353900;235.4412195;3.380890227;18.67613198;142.1650919;0;4.810824716;0;0
7354800;222.8345533;8.792337611;18.90822868;143.2854427;0;4.485095278;0;0
7355700;238.0458397;5.731371018;18.97434791;141.7425455;0.306484533;4.936317241;0;0
7356600;231.4871648;4.983504725;18.60586676;142.9342269;0.306484533;4.970037157;0;0
7357500;231.4149909;7.287512751;20.02272308;143.9143992;0.330502618;5.343140375;0;0
7358400;236.6620325;10.49194197;20.04571045;144.6398885;0.343045191;5.582096621;0;0
7359300;209.082919;13.46195371;19.62273922;143.6387388;0.588843294;10.78803273;0;0
7360200;207.1478931;34.47636579;20.30396494;143.821123;0.593114169;17.82653447;0;0
7361100;210.6804356;25.14928108;20.71141319;144.3309976;0.606838789;26.50236212;0;0
7362000;246.4885779;19.56005915;21.45302148;145.6035881;0.670326326;35.40188366;0;0
7362900;272.7200996;16.6822096;24.42303671;144.8434639;0.885839821;43.39095879;0;0
7363800;247.2642097;25.14458096;25.7948207;143.7981565;0.902249366;50.12499147;0;0
7364700;232.4332712;37.34216906;25.37587166;142.594755;0.915973986;55.25509279;0;0
7365600;229.9939044;53.50030229;26.82602888;141.5414981;0.955324229;59.5850394;0;0
7366500;235.2657307;70.36415647;29.67065448;142.4359958;1.258404734;62.73836826;0;0
7367400;253.7384979;52.51818579;29.4827141;140.3439704;1.272775871;65.36388061;0;0
7368300;245.4100561;45.03388172;30.00470396;138.5513933;1.293362801;67.40019389;0;0
7369200;238.8791652;48.90869574;32.06396982;136.0167251;1.336296636;69.04061995;0;0
7370100;233.2799455;59.51985696;30.77953153;135.641233;1.309298842;70.53107628;0;0
7371000;227.5232289;70.25185023;30.18825768;132.5890795;1.323198089;71.91045582;0;0
7371900;233.7666507;79.25579088;33.08259535;129.3903329;1.316335779;73.09457942;0;0
7372800;222.9640856;64.19424848;35.79966754;126.7430728;1.361026774;73.93185387;0;0
7373700;232.2610175;67.32621915;38.41166346;123.8901851;1.515971055;74.33017457;0;0
7374600;215.8124927;71.11451178;38.15527752;120.8884839;1.528980458;74.28732453;0;0
7375500;225.3394358;59.80953287;35.67575209;117.5052994;1.542705078;73.84796674;0;0
7376400;222.2677586;60.86903915;35.09249693;114.4040252;1.533780733;73.08589189;0;0
7377300;217.1279364;54.88657212;38.77954297;111.2517421;1.442809696;72.01604433;0;0
7378200;217.8273295;59.17767383;38.72510033;108.4206749;1.444643318;70.54017991;0;0
7379100;207.5663183;61.36412395;38.81268783;105.6434143;1.434349853;68.50806572;0;0
7380000;198.4206201;48.97378276;39.84322628;103.1166813;1.461157523;65.76570556;0;0
7380900;205.771586;52.70409054;41.43555078;100.4815993;1.387089411;62.2968545;0;0
7381800;201.0095436;45.93995738;42.3265887;98.14534303;1.392113255;58.58008255;0;0
7382700;203.3119146;35.99233033;42.36759707;95.93781107;1.3886821;55.29453502;0;0
7383600;202.1289434;37.73378644;42.96839839;93.79541623;1.36275301;53.19882584;0;0
7384500;187.0009701;30.29278233;41.28873977;92.10792939;1.177524122;52.85263008;0;0
7385400;197.7947847;30.12638497;39.28756808;90.55612051;1.173183449;53.84677827;0;0
7386300;179.5509266;32.26451874;37.7455628;89.23491737;1.159458829;55.46274502;0;0
7387200;198.213634;28.27344187;35.30638064;88.02295542;1.14424588;56.81381801;0;0
7388100;186.5361705;30.749068;31.55163348;87.39915751;1.016299394;57.17045139;0;0
7389000;192.4286261;37.9187873;31.62734545;86.77993247;1.010171177;56.51942432;0;0
7389900;189.1895113;41.49313368;31.0944701;86.34098225;1.003308867;55.1000116;0;0
7390800;181.5087514;39.53779586;28.40463725;85.97473471;0.967542216;53.26447393;0;0
7391700;176.1616038;32.86302713;29.01389646;84.80294256;0.991135982;51.27153421;0;0
7392600;187.2621491;32.80111675;28.8175231;84.51599652;0.981369374;49.0554454;0;0
7393500;181.0552039;36.96219506;30.98637441;83.89627713;0.984800529;46.46671853;0;0
7394400;183.5072316;33.88292414;33.03587144;83.79803028;0.970500796;43.24819789;0;0
7395300;180.2648708;36.08355627;31.54684304;81.4739265;0.674111132;39.35468148;0;0
7396200;167.9173129;40.44945268;29.0734249;81.76437502;0.668473916;34.99378703;0;0
7397100;182.8437918;36.69222503;28.52633179;81.81300268;0.644455831;30.52581787;0;0
7398000;181.1976671;33.36237033;32.66369746;81.83810545;0.639959023;26.37188517;0;0
7398900;185.7022571;33.91344911;36.56460572;79.45544471;0.569294938;22.85041708;0;0
7399800;181.0658882;36.62906801;39.22204891;79.80645156;0.565891548;19.94926139;0;0
7400700;171.3671072;38.793321;39.36809051;80.55583218;0.565891548;17.58513596;0;0
7401600;174.7450268;30.72260099;39.63364265;79.61797641;0.509571196;15.56011777;0;0
7402500;180.2777156;23.13411992;41.53873755;77.73036507;0.203086663;13.75683787;0;0
7403400;169.7086766;24.20191525;44.41244249;78.40331447;0.189681664;12.14116258;0;0
7404300;179.500466;26.21342217;47.16437097;80.13095415;0.16566358;10.74219992;0;0
7405200;168.3467563;32.75403422;46.85011831;81.3821929;0.153121007;9.565598566;0;0
7406100;173.6704673;32.71685422;47.23279391;80.54648547;0.082456922;8.613520409;0;0
7407000;179.6522527;26.97442408;46.88218681;82.79515531;0.074237722;7.852593907;0;0
7407900;173.7521987;25.34159805;45.8216486;85.23165289;0.074237722;7.244189499;0;0
7408800;176.1373421;27.31291385;46.89776045;87.05552634;0.01791737;6.728743946;0;0
7409700;169.3176571;28.09693499;45.40142169;88.49331539;0.01791737;6.274264014;0;0
7410600;172.2302406;25.89447548;44.42205035;90.67531222;0.003948325;5.866054004;0;0
7411500;180.0276528;24.48549591;42.92278939;93.08761618;0.003948325;5.514051023;0;0
7412400;176.4764967;30.85988393;41.30678275;95.26598142;0.003948325;5.22577944;0;0
7413300;179.8628018;26.70349491;40.52271031;100.1632702;0.003948325;4.994529898;0;0
7414200;171.390377;20.75708445;41.10897837;101.9609119;0;4.833159986;0;0
7415100;181.185173;20.46929385;42.6594871;104.2432199;0;4.688808764;0;0
7416000;184.7470862;22.02710761;42.11635157;106.2408131;0;4.574929316;0;0
7416900;185.2849853;26.45821441;41.66839029;112.8514025;0;4.455129916;0;0
7417800;183.1302983;28.24795982;40.85094929;114.3556664;0;4.345730583;0;0
7418700;174.9313569;24.79812136;40.86574586;116.1578571;0;4.228496653;0;0
7419600;195.5330339;27.19712643;39.27302775;118.5485355;0;4.108104007;0;0
7420500;190.9764551;30.45208976;38.12075884;124.1742857;0;3.995548426;0;0
7421400;196.9423442;30.58097726;37.36011502;125.8271888;0;3.895616748;0;0
7422300;193.0682138;33.05529036;35.79217775;127.2189564;0;3.800941235;0;0
7423200;188.1147834;32.02527001;34.91826595;129.3920411;0;3.730574153;0;0
7424100;206.3331452;30.56349086;32.48941894;133.4821929;0;3.686436147;0;0
7425000;198.6229637;29.11550087;30.98365007;135.4533818;0;3.657662242;0;0
7425900;196.8748163;19.1174841;28.9008447;136.9660417;0;3.645601169;0;0
7426800;192.4727554;16.28451007;26.90223309;139.1563042;0;3.625116696;0;0
7427700;188.7695645;13.70346805;24.76921283;141.2705564;0;3.609978013;0;0
7428600;198.5879172;11.11446307;23.5594743;143.0405332;0;3.593375446;0;0
7429500;197.439797;10.1798484;22.59634636;144.3187493;0;3.582038303;0;0
7430400;196.1636232;5.688368752;21.97482826;145.9999757;0;3.573427607;0;0
7431300;198.4455812;4.216958117;21.44146746;147.1768274;0;3.580758284;0;0
7432200;198.5919289;4.729288126;21.13609611;148.5190656;0;3.592221667;0;0
7433100;202.4676558;4.462181267;20.36521914;149.5934895;0;3.593590865;0;0
7434000;203.5361428;3.311816201;19.46099497;150.614647;0;3.572393104;0;0
7434900;204.494213;4.033530902;19.61079255;151.8158405;0;3.524736009;0;0
7435800;207.8382828;3.159093891;19.02603423;152.9628379;0;3.49634687;0;0
7436700;208.1279572;3.179201523;18.34572754;154.0728146;0;3.558088912;0;0
7437600;209.9637278;3.774717463;18.34004247;155.1791093;0;3.781003543;0;0
7438500;215.0584565;4.836634653;17.99223174;155.3925482;0;4.191007515;0;0
7439400;223.7174337;5.737939875;17.98122188;156.6887601;0;4.612532199;0;0
7440300;223.1555688;7.415290885;18.35219647;157.8526301;0;4.810824716;0;0
7441200;215.4879818;9.517554657;19.49248716;159.1122997;0;4.485095278;0;0
7442100;215.8908087;17.19036162;18.89646889;156.907399;0.306484533;4.936317241;0;0
7443000;220.2063801;10.20690232;18.81735593;157.4129585;0.306484533;4.970037157;0;0
7443900;236.5331433;29.50932989;20.39299226;157.5743075;0.330502618;5.343140375;0;0
7444800;237.2837436;24.5631309;21.37889674;157.3870698;0.343045191;5.582096621;0;0
7445700;237.8727988;31.74519204;21.552128;155.7129516;0.588843294;10.78803273;0;0
7446600;233.3344394;32.64847937;22.33722889;155.7567895;0.593114169;17.82653447;0;0
7447500;233.1063937;41.36686809;22.91429184;155.5232114;0.606838789;26.50236212;0;0
7448400;233.4001902;67.01820214;23.89502176;157.5017674;0.670326326;35.40188366;0;0
7449300;227.3715615;132.1043486;25.58507949;154.1492664;0.885839821;43.39095879;0;0
7450200;218.4277115;89.06199668;28.05604841;152.7136136;0.902249366;50.12499147;0;0
7451100;208.3626826;57.53738631;29.11401747;150.8739919;0.915973986;55.25509279;0;0
7452000;215.1713462;51.39016962;28.92414921;148.6421999;0.955324229;59.5850394;0;0
7452900;235.5020093;70.55926431;28.6570336;148.239275;1.258404734;62.73836826;0;0
7453800;240.425796;79.21026214;28.04310155;145.5814591;1.272775871;65.36388061;0;0
7454700;237.054627;75.03146607;28.70443294;143.3082489;1.293362801;67.40019389;0;0
7455600;229.1267147;58.05526655;30.38825416;140.0371545;1.336296636;69.04061995;0;0
7456500;225.9360795;59.74192259;30.18572129;139.2285214;1.309298842;70.53107628;0;0
7457400;231.0629048;52.42306978;29.12789557;135.6080965;1.323198089;71.91045582;0;0
7458300;225.123847;68.23740529;28.7943458;132.1286888;1.316335779;73.09457942;0;0
7459200;225.6058851;70.05689406;30.02495379;129.116883;1.361026774;73.93185387;0;0
7460100;222.3291789;57.8142955;30.01096465;126.0364084;1.515971055;74.33017457;0;0
7461000;210.3095759;58.72953398;30.18043352;122.782346;1.528980458;74.28732453;0;0
7461900;207.904992;47.66482877;31.93979703;119.3397422;1.542705078;73.84796674;0;0
7462800;204.4969128;40.49604351;29.16917088;116.1888398;1.533780733;73.08589189;0;0
7463700;204.5576258;42.03130054;27.75694384;113.1658867;1.442809696;72.01604433;0;0
7464600;209.5602421;39.85142198;27.43878842;110.5314511;1.444643318;70.54017991;0;0
7465500;207.8099482;29.47566885;28.52611174;107.8156325;1.434349853;68.50806572;0;0
7466400;204.506638;31.68978799;28.62162453;105.2867942;1.461157523;65.76570556;0;0
7467300;196.8261426;27.54001803;28.26675049;103.0888551;1.387089411;62.2968545;0;0
7468200;192.6022044;31.16124793;26.13847329;101.0714878;1.392113255;58.58008255;0;0
7469100;189.6459729;22.45874449;25.60290141;99.08500089;1.3886821;55.29453502;0;0
7470000;188.4341492;19.20806095;25.74162393;97.29325837;1.36275301;53.19882584;0;0
7470900;182.0550399;15.3617181;24.18290627;95.68690223;1.177524122;52.85263008;0;0
7471800;174.0059937;12.47937003;23.73919442;94.16660957;1.173183449;53.84677827;0;0
7472700;173.1333384;10.06340845;22.85243821;92.82331935;1.159458829;55.46274502;0;0
7473600;173.2797315;6.380803253;22.05949975;91.48621996;1.14424588;56.81381801;0;0
7474500;172.3389086;5.323722871;20.93173117;90.36201848;1.016299394;57.17045139;0;0
7475400;167.5806337;6.068244279;20.90387421;89.25763257;1.010171177;56.51942432;0;0
7476300;166.4312117;7.869216701;22.23642249;88.34146185;1.003308867;55.1000116;0;0
7477200;166.1771175;7.755360426;23.37313065;87.39736891;0.967542216;53.26447393;0;0
7478100;166.347978;6.376780369;23.02202084;86.14848785;0.991135982;51.27153421;0;0
7479000;170.5698419;4.001202763;22.91329332;85.66895906;0.981369374;49.0554454;0;0
7479900;174.2359122;5.523001609;23.75712778;85.36008177;0.984800529;46.46671853;0;0
7480800;174.8370935;7.21814687;25.7798883;85.26576589;0.970500796;43.24819789;0;0
7481700;170.4380846;5.276611563;27.55828824;83.00781168;0.674111132;39.35468148;0;0
7482600;158.3241286;4.255314593;27.90540372;83.21635745;0.668473916;34.99378703;0;0
7483500;164.1791269;9.029270916;27.41200038;83.24065685;0.644455831;30.52581787;0;0
7484400;174.343971;5.869443958;28.03655704;83.20697378;0.639959023;26.37188517;0;0
7485300;180.3695505;14.69937314;30.13564452;80.53551102;0.569294938;22.85041708;0;0
7486200;182.8324205;16.80983742;31.05537768;81.19502634;0.565891548;19.94926139;0;0
7487100;177.7209407;9.735378685;32.56321479;81.22991313;0.565891548;17.58513596;0;0
7488000;175.9427389;21.90385557;33.58740152;80.82639866;0.509571196;15.56011777;0;0
7488900;175.035918;25.56321396;34.8015248;77.16239102;0.203086663;13.75683787;0;0
7489800;185.4352236;24.36327122;36.60139464;77.96414814;0.189681664;12.14116258;0;0
7490700;191.529032;62.62208464;39.25352423;78.79773692;0.16566358;10.74219992;0;0
7491600;193.6055811;53.48787636;42.79769685;79.20006118;0.153121007;9.565598566;0;0
7492500;192.2427838;45.53084964;48.34386645;76.99356188;0.082456922;8.613520409;0;0
7493400;184.535814;96.78719199;53.46034008;77.6120924;0.074237722;7.852593907;0;0
7494300;156.4594856;73.71231151;56.72214795;78.64959811;0.074237722;7.244189499;0;0
7495200;159.0448847;76.25834847;57.75984459;78.51879061;0.01791737;6.728743946;0;0
7496100;165.449999;83.81494461;59.44306814;78.64481442;0.01791737;6.274264014;0;0
7497000;179.5480479;67.36488611;60.83314681;79.15917778;0.003948325;5.866054004;0;0
7497900;174.294447;71.42343717;58.25211663;80.15373965;0.003948325;5.514051023;0;0
7498800;163.963562;88.26130668;53.60922315;80.74745523;0.003948325;5.22577944;0;0
7499700;138.0608931;70.28167113;49.3803495;84.48364818;0.003948325;4.994529898;0;0
7500600;148.4274961;60.75742414;46.39901679;85.05798825;0;4.833159986;0;0
7501500;150.4191019;33.40912109;44.583528;86.18911042;0;4.688808764;0;0
7502400;167.5224401;33.28022459;41.782186;87.17316456;0;4.574929316;0;0
7503300;170.4555887;45.23936385;39.5538686;92.76079907;0;4.455129916;0;0
7504200;155.8034068;21.75603433;37.84430087;93.35684975;0;4.345730583;0;0
7505100;157.7119517;24.42348368;36.20595274;94.28929316;0;4.228496653;0;0
7506000;147.3945337;18.16211387;35.15278467;95.90037992;0;4.108104007;0;0
7506900;156.8754897;7.373728855;34.16999367;100.7420687;0;3.995548426;0;0
7507800;158.1795171;13.52184425;32.07603941;101.7014603;0;3.895616748;0;0
7508700;164.695754;15.53653112;30.71802959;102.4508099;0;3.800941235;0;0
7509600;160.1234854;7.888557141;28.30452544;104.0065594;0;3.730574153;0;0
7510500;158.7449339;12.44980301;26.96955319;107.0474732;0;3.686436147;0;0
7511400;146.8964549;8.027361839;26.36423957;107.9909833;0;3.657662242;0;0
7512300;135.1547412;3.957074525;24.55507329;108.4593502;0;3.645601169;0;0
7513200;130.7827462;4.936785484;23.33758226;109.5716848;0;3.625116696;0;0
7514100;131.1795179;2.470257691;21.77914016;110.7026469;0;3.609978013;0;0
7515000;140.6652577;1.745101764;21.66885309;111.462235;0;3.593375446;0;0
7515900;138.8072642;0.837280507;21.33238121;111.7531443;0;3.582038303;0;0
7516800;130.3703135;0.788627415;19.38461918;112.3576787;0;3.573427607;0;0
7517700;124.4514152;0.522333221;18.39000836;112.7174292;0;3.580758284;0;0
7518600;125.6086152;2.891362157;17.99317243;113.1630544;0;3.592221667;0;0
7519500;131.6840647;0.432687277;18.20422706;113.3381996;0;3.593590865;0;0
7520400;132.9423368;0.522403058;17.56583716;113.5359309;0;3.572393104;0;0
7521300;132.2336517;0.424087369;16.39110323;113.699244;0;3.524736009;0;0
7522200;133.6448302;1.78906858;15.29323011;113.8350289;0;3.49634687;0;0
7523100;135.6396186;1.118352138;14.92759211;113.9016555;0;3.558088912;0;0
7524000;134.4570846;1.780998383;14.59947121;113.969646;0;3.781003543;0;0
7524900;133.1698433;6.564431151;14.5423418;112.961914;0;4.191007515;0;0
7525800;132.3853108;9.529286711;14.51423335;113.0604923;0;4.612532199;0;0
7526700;137.6466766;2.4432145;14.70013045;113.0229373;0;4.810824716;0;0
7527600;140.9343833;22.38622756;14.86007686;113.0084738;0;4.485095278;0;0
7528500;142.1317062;10.1014131;16.43009409;110.3939112;0.306484533;4.936317241;0;0
7529400;145.0505771;8.335016871;15.76732933;110.4544027;0.306484533;4.970037157;0;0
7530300;149.3552159;11.35085697;15.8673588;110.2897091;0.330502618;5.343140375;0;0
7531200;145.1095719;19.35661029;16.24938565;109.8819063;0.343045191;5.582096621;0;0
7532100;142.5319887;21.01359819;17.29588148;107.990083;0.588843294;10.78803273;0;0
7533000;145.4143056;56.00963116;17.87335265;107.8538725;0.593114169;17.82653447;0;0
7533900;152.3600744;45.05871095;18.39069768;107.7188135;0.606838789;26.50236212;0;0
7534800;167.8027173;56.81453557;20.26671879;106.9750631;0.670326326;35.40188366;0;0
7535700;157.8837139;54.76411992;22.09706413;106.6266569;0.885839821;43.39095879;0;0
7536600;152.6242226;49.52088059;23.56919873;106.7976924;0.902249366;50.12499147;0;0
7537500;176.2027599;57.02534284;25.8595978;106.9262497;0.915973986;55.25509279;0;0
7538400;177.9358494;51.21867713;26.80487633;106.7825042;0.955324229;59.5850394;0;0
7539300;166.5993939;44.14330867;26.70636607;108.8220028;1.258404734;62.73836826;0;0
7540200;166.064325;44.51666835;27.23832695;108.0605997;1.272775871;65.36388061;0;0
7541100;163.1655317;39.45631174;28.47006803;107.6666797;1.293362801;67.40019389;0;0
7542000;166.0755859;73.41474899;29.61530796;106.9780693;1.336296636;69.04061995;0;0
7542900;158.5752499;59.54842078;30.51644632;107.4248094;1.309298842;70.53107628;0;0
7543800;145.1584979;42.42024118;31.73109942;105.9742202;1.323198089;71.91045582;0;0
7544700;147.8172028;51.91740332;32.11587316;104.5677221;1.316335779;73.09457942;0;0
7545600;147.0123397;50.58027938;31.61294189;103.6620998;1.361026774;73.93185387;0;0
7546500;148.4481154;53.94530782;31.23785273;102.0701829;1.515971055;74.33017457;0;0
7547400;146.3288886;35.91529293;34.95469257;100.6077083;1.528980458;74.28732453;0;0
7548300;145.0246058;26.05744022;33.83646913;98.75099844;1.542705078;73.84796674;0;0
7549200;143.4737377;34.47738622;33.18611752;96.93530516;1.533780733;73.08589189;0;0
7550100;141.3010696;37.48946825;32.72845933;94.88159609;1.442809696;72.01604433;0;0
7551000;142.854517;65.60192952;31.19753699;92.94757846;1.444643318;70.54017991;0;0
7551900;146.6903802;68.99675607;31.12131618;91.11060406;1.434349853;68.50806572;0;0
7552800;150.071847;43.28442756;30.55292945;89.26368149;1.461157523;65.76570556;0;0
7553700;136.5790839;44.08059671;30.16351491;87.68928921;1.387089411;62.2968545;0;0
7554600;134.0526496;38.59860341;31.18747871;86.1091283;1.392113255;58.58008255;0;0
7555500;132.0068744;42.48700322;29.18016761;84.8485533;1.3886821;55.29453502;0;0
7556400;130.8310993;38.4211692;31.08309322;83.71200997;1.36275301;53.19882584;0;0
7557300;132.6639658;21.80938283;31.61078777;82.90839755;1.177524122;52.85263008;0;0
7558200;129.0683179;16.78382315;33.01324038;82.29971093;1.173183449;53.84677827;0;0
7559100;125.5741318;14.00124767;33.58682044;81.75613249;1.159458829;55.46274502;0;0
7560000;123.8428129;12.83402422;31.58136513;81.41896581;1.14424588;56.81381801;0;0
7560900;125.4830152;18.92575736;30.66777976;81.32560706;1.016299394;57.17045139;0;0
7561800;127.2909731;11.76953233;29.92355655;81.29383202;1.010171177;56.51942432;0;0
7562700;144.6237227;15.1611005;28.84269427;81.30961073;1.003308867;55.1000116;0;0
7563600;149.1478932;17.37874128;26.63157793;81.47078185;0.967542216;53.26447393;0;0
7564500;138.8667981;8.990926715;26.66357424;80.91877404;0.991135982;51.27153421;0;0
7565400;135.7361642;7.870181486;26.37994358;81.04986364;0.981369374;49.0554454;0;0
7566300;133.2534567;10.564154;25.12717958;81.16222751;0.984800529;46.46671853;0;0
7567200;136.2370518;14.18530313;24.27125891;81.3187907;0.970500796;43.24819789;0;0
7568100;145.1309038;34.16402362;25.42578279;79.28558917;0.674111132;39.35468148;0;0
7569000;132.8603798;35.30013919;26.75360776;79.60590698;0.668473916;34.99378703;0;0
7569900;130.615848;19.4621886;27.2768271;79.64543363;0.644455831;30.52581787;0;0
7570800;130.3959583;21.09394052;28.45487033;79.55274461;0.639959023;26.37188517;0;0
7571700;131.3442492;18.0570351;29.85390471;76.65609775;0.569294938;22.85041708;0;0
7572600;129.0069352;31.95190482;32.5319448;76.87098965;0.565891548;19.94926139;0;0
7573500;133.9856227;27.96950193;35.60412577;77.12339203;0.565891548;17.58513596;0;0
7574400;131.1050092;32.04101836;37.67516782;75.76405602;0.509571196;15.56011777;0;0
7575300;124.9876745;28.58226581;36.85803079;71.8713892;0.203086663;13.75683787;0;0
7576200;115.3386583;47.45336279;37.29525154;72.09902067;0.189681664;12.14116258;0;0
7577100;115.0016874;42.87368195;38.91271468;72.34607146;0.16566358;10.74219992;0;0
7578000;124.2760578;67.35624207;40.15754926;72.2716297;0.153121007;9.565598566;0;0
7578900;123.1392423;43.00705203;37.90270997;69.63936607;0.082456922;8.613520409;0;0
7579800;116.2545424;35.48290076;36.70798996;69.85365232;0.074237722;7.852593907;0;0
7580700;104.0506796;48.03775276;35.03090027;70.40858604;0.074237722;7.244189499;0;0
7581600;105.8970868;66.29966261;37.29469863;70.07071062;0.01791737;6.728743946;0;0
7582500;108.0099861;60.51371662;38.64662977;69.75959143;0.01791737;6.274264014;0;0
7583400;122.1625054;42.91142553;39.17166412;69.94647539;0.003948325;5.866054004;0;0
7584300;118.7468796;28.71418177;40.35186302;70.64349193;0.003948325;5.514051023;0;0
7585200;109.1505;26.87592167;40.22548187;70.97986437;0.003948325;5.22577944;0;0
7586100;102.2673079;31.16964748;39.92909008;74.46936638;0.003948325;4.994529898;0;0
7587000;96.52238409;22.55401501;40.60779034;74.8330951;0;4.833159986;0;0
7587900;101.0919747;26.81752323;40.76631106;75.77199124;0;4.688808764;0;0
7588800;101.797385;27.20059432;41.47726119;76.5648416;0;4.574929316;0;0
7589700;98.63491244;23.36433682;38.18114891;81.98986124;0;4.455129916;0;0
7590600;96.31248879;21.7303672;36.53467009;82.4261837;0;4.345730583;0;0
7591500;92.60489556;14.8723384;33.81141496;83.20947185;0;4.228496653;0;0
7592400;94.92510968;11.6252366;32.13319207;84.68917174;0;4.108104007;0;0
7593300;96.72494323;16.42498533;32.28540782;89.43164742;0;4.26048248;0;0
7594200;98.69408826;15.96735607;31.66410424;90.30351612;0;4.160550802;0;0
7595100;103.2812574;16.4774111;30.28874651;90.97399227;0;4.119647532;0;0
7596000;98.88858907;37.27911885;29.3982969;92.45743465;0;4.02145498;0;0
7596900;95.19812443;20.45918626;28.06886385;95.6166707;0;3.93427285;0;0
7597800;93.82918961;12.32645725;24.98951052;96.69730813;0;3.814282524;0;0
7598700;96.56734047;9.481558946;23.29549656;97.31613751;0;3.728656125;0;0
7599600;98.14037403;11.10876563;21.69259781;98.61193714;0;3.703482785;0;0
7600500;97.01904858;17.32290679;20.13653574;99.90386497;0;3.705650773;0;0
7601400;97.25930136;8.508483481;18.78517935;100.8351303;0;3.762021866;0;0
7602300;99.26454097;5.679591808;17.33958698;101.3078804;0;3.819929406;0;0
7603200;101.4357687;4.027559059;16.06388218;102.1389426;0;3.87397178;0;0
7604100;105.2477354;1.748669197;15.44451199;102.7198193;0;3.919902933;0;0
7605000;107.5755078;3.207435574;15.27914016;103.4227292;0;3.939579086;0;0
7605900;111.7119935;5.057612105;14.95335514;103.8844406;0;3.931214177;0;0
7606800;111.0351495;1.424528753;14.50716444;104.3652807;0;3.890929732;0;0
7607700;114.2045979;4.49630219;14.13350881;104.8601151;0;3.837552428;0;0
7608600;116.3336645;2.842922508;13.73001631;105.3371656;0;3.757197501;0;0
7609500;116.2360417;0.803108047;13.53389163;105.7605988;0;3.695948787;0;0
7610400;123.9154731;1.322082807;13.56564958;106.2018244;0;3.663117086;0;0
7611300;126.247103;0.254269536;13.5178512;105.4952392;0;3.675487004;0;0
7612200;126.3472454;0.363165764;13.39178338;105.9006276;0;3.726723431;0;0
7613100;130.6503083;0.142547312;13.85570244;106.1553182;0;3.805930454;0;0
7614000;127.6489633;3.880666802;13.94071448;106.4287835;0;3.868355564;0;0
7614900;129.6882992;0.35369672;13.78927511;104.0899975;0;3.90855426;0;0
7615800;135.1091474;0.980021016;14.12993964;104.4282687;0;3.925298078;0;0
7616700;130.553981;0.765487408;14.70515949;104.5360474;0;3.91655934;0;0
7617600;134.8237056;2.353053194;14.82123319;104.3773627;0;3.885826669;0;0
